#t:363-884 ; rate:871-1705
rate: 1437 	 duration: 760 
rate: 1618 	 duration: 809 
rate: 1338 	 duration: 763 
rate: 1010 	 duration: 868 
rate: 1649 	 duration: 640 
rate: 1313 	 duration: 832 
rate: 1272 	 duration: 716 
rate: 1201 	 duration: 719 
rate: 1203 	 duration: 808 
rate: 1288 	 duration: 606 
rate: 1413 	 duration: 807 
rate: 919 	 duration: 835 
rate: 1279 	 duration: 798 
rate: 1126 	 duration: 639 
rate: 1223 	 duration: 510 
rate: 1563 	 duration: 530 
rate: 1499 	 duration: 528 
rate: 1268 	 duration: 605 
rate: 1514 	 duration: 864 
rate: 1598 	 duration: 811 
rate: 1665 	 duration: 397 
rate: 1218 	 duration: 669 
rate: 963 	 duration: 672 
rate: 1223 	 duration: 736 
rate: 983 	 duration: 403 
rate: 1115 	 duration: 485 
rate: 887 	 duration: 718 
rate: 1060 	 duration: 384 
rate: 1136 	 duration: 772 
rate: 1474 	 duration: 530 
rate: 991 	 duration: 605 
rate: 874 	 duration: 371 
rate: 1365 	 duration: 738 
rate: 949 	 duration: 645 
rate: 975 	 duration: 381 
rate: 1418 	 duration: 660 
rate: 1491 	 duration: 740 
rate: 1008 	 duration: 739 
rate: 1549 	 duration: 767 
rate: 1443 	 duration: 698 
rate: 1070 	 duration: 717 
rate: 1291 	 duration: 846 
rate: 1456 	 duration: 586 
rate: 1415 	 duration: 407 
rate: 1103 	 duration: 739 
rate: 989 	 duration: 388 
rate: 1686 	 duration: 370 
rate: 1446 	 duration: 540 
rate: 1019 	 duration: 625 
rate: 1433 	 duration: 763 
rate: 1261 	 duration: 837 
rate: 1171 	 duration: 491 
rate: 1034 	 duration: 765 
rate: 1096 	 duration: 394 
rate: 892 	 duration: 848 
rate: 1443 	 duration: 774 
rate: 1486 	 duration: 613 
rate: 1527 	 duration: 700 
rate: 1511 	 duration: 603 
rate: 1566 	 duration: 698 
rate: 1402 	 duration: 591 
rate: 941 	 duration: 549 
rate: 1434 	 duration: 461 
rate: 1153 	 duration: 719 
rate: 1676 	 duration: 752 
rate: 1384 	 duration: 755 
rate: 1669 	 duration: 862 
rate: 934 	 duration: 719 
rate: 1543 	 duration: 746 
rate: 1011 	 duration: 854 
rate: 1616 	 duration: 557 
rate: 1565 	 duration: 591 
rate: 996 	 duration: 819 
rate: 1168 	 duration: 595 
rate: 958 	 duration: 514 
rate: 1664 	 duration: 771 
rate: 1208 	 duration: 805 
rate: 872 	 duration: 715 
rate: 1027 	 duration: 560 
rate: 1363 	 duration: 475 
rate: 1587 	 duration: 794 
rate: 1012 	 duration: 605 
rate: 875 	 duration: 563 
rate: 871 	 duration: 483 
rate: 1191 	 duration: 393 
rate: 908 	 duration: 569 
rate: 1132 	 duration: 647 
rate: 1347 	 duration: 776 
rate: 1244 	 duration: 578 
rate: 1215 	 duration: 445 
rate: 966 	 duration: 386 
rate: 1500 	 duration: 656 
rate: 876 	 duration: 507 
rate: 1548 	 duration: 697 
rate: 1171 	 duration: 758 
rate: 1242 	 duration: 648 
rate: 1309 	 duration: 641 
rate: 1311 	 duration: 614 
rate: 1642 	 duration: 797 
rate: 1222 	 duration: 403 
rate: 1186 	 duration: 870 
rate: 1336 	 duration: 628 
rate: 1117 	 duration: 687 
rate: 974 	 duration: 826 
rate: 953 	 duration: 542 
rate: 907 	 duration: 860 
rate: 1609 	 duration: 686 
rate: 1619 	 duration: 489 
rate: 1460 	 duration: 568 
rate: 1054 	 duration: 660 
rate: 1137 	 duration: 527 
rate: 888 	 duration: 459 
rate: 1501 	 duration: 664 
rate: 1110 	 duration: 725 
rate: 1528 	 duration: 448 
rate: 1511 	 duration: 746 
rate: 1458 	 duration: 674 
rate: 1565 	 duration: 444 
rate: 928 	 duration: 738 
rate: 871 	 duration: 758 
rate: 1013 	 duration: 521 
rate: 1657 	 duration: 833 
rate: 920 	 duration: 573 
rate: 1032 	 duration: 581 
rate: 1039 	 duration: 821 
rate: 1069 	 duration: 595 
rate: 1693 	 duration: 660 
rate: 905 	 duration: 491 
rate: 889 	 duration: 863 
rate: 884 	 duration: 883 
rate: 1514 	 duration: 468 
rate: 1536 	 duration: 539 
rate: 1106 	 duration: 846 
rate: 894 	 duration: 819 
rate: 1261 	 duration: 856 
rate: 925 	 duration: 570 
rate: 1288 	 duration: 633 
rate: 1272 	 duration: 867 
rate: 1404 	 duration: 556 
rate: 1370 	 duration: 535 
rate: 1190 	 duration: 535 
rate: 1319 	 duration: 719 
rate: 1508 	 duration: 525 
rate: 973 	 duration: 443 
rate: 1252 	 duration: 843 
rate: 1539 	 duration: 367 
rate: 1228 	 duration: 421 
rate: 1466 	 duration: 631 
rate: 1132 	 duration: 678 
rate: 1228 	 duration: 801 
rate: 1097 	 duration: 481 
rate: 1672 	 duration: 832 
rate: 1602 	 duration: 823 
rate: 1298 	 duration: 842 
