#t:399-569 ; rate:1411-2981
rate: 2134 	 duration: 490 
rate: 2172 	 duration: 475 
rate: 2583 	 duration: 548 
rate: 2113 	 duration: 431 
rate: 2477 	 duration: 567 
rate: 2372 	 duration: 441 
rate: 1880 	 duration: 466 
rate: 1487 	 duration: 484 
rate: 2047 	 duration: 557 
rate: 2461 	 duration: 468 
rate: 2399 	 duration: 560 
rate: 1420 	 duration: 415 
rate: 1991 	 duration: 489 
rate: 2452 	 duration: 524 
rate: 2128 	 duration: 491 
rate: 1579 	 duration: 479 
rate: 2551 	 duration: 504 
rate: 2792 	 duration: 529 
rate: 2959 	 duration: 543 
rate: 1778 	 duration: 445 
rate: 2501 	 duration: 422 
rate: 2134 	 duration: 490 
rate: 2172 	 duration: 475 
rate: 2583 	 duration: 548 
rate: 2113 	 duration: 431 
rate: 2477 	 duration: 567 
rate: 2372 	 duration: 441 
rate: 1880 	 duration: 466 
rate: 1487 	 duration: 484 
rate: 2047 	 duration: 557 
rate: 2461 	 duration: 468 
rate: 2399 	 duration: 560 
rate: 1420 	 duration: 415 
rate: 1991 	 duration: 489 
rate: 2452 	 duration: 524 
rate: 2128 	 duration: 491 
rate: 1579 	 duration: 479 
rate: 2551 	 duration: 504 
rate: 2792 	 duration: 529 
rate: 2959 	 duration: 543 
rate: 1778 	 duration: 445 
rate: 2501 	 duration: 422 
rate: 2134 	 duration: 490 
rate: 2172 	 duration: 475 
rate: 2583 	 duration: 548 
rate: 2113 	 duration: 431 
rate: 2477 	 duration: 567 
rate: 2372 	 duration: 441 
rate: 1880 	 duration: 466 
rate: 1487 	 duration: 484 
rate: 2047 	 duration: 557 
rate: 2461 	 duration: 468 
rate: 2399 	 duration: 560 
rate: 1420 	 duration: 415 
rate: 1991 	 duration: 489 
rate: 2452 	 duration: 524 
rate: 2128 	 duration: 491 
rate: 1579 	 duration: 479 
rate: 2551 	 duration: 504 
rate: 2792 	 duration: 529 
rate: 2959 	 duration: 543 
rate: 1778 	 duration: 445 
rate: 2501 	 duration: 422 
rate: 2134 	 duration: 490 
rate: 2172 	 duration: 475 
rate: 2583 	 duration: 548 
rate: 2113 	 duration: 431 
rate: 2477 	 duration: 567 
rate: 2372 	 duration: 441 
rate: 1880 	 duration: 466 
rate: 1487 	 duration: 484 
rate: 2047 	 duration: 557 
rate: 2461 	 duration: 468 
rate: 2399 	 duration: 560 
rate: 1420 	 duration: 415 
rate: 1991 	 duration: 489 
rate: 2452 	 duration: 524 
rate: 2128 	 duration: 491 
rate: 1579 	 duration: 479 
rate: 2551 	 duration: 504 
rate: 2792 	 duration: 529 
rate: 2959 	 duration: 543 
rate: 1778 	 duration: 445 
rate: 2501 	 duration: 422 
rate: 2134 	 duration: 490 
rate: 2172 	 duration: 475 
rate: 2583 	 duration: 548 
rate: 2113 	 duration: 431 
rate: 2477 	 duration: 567 
rate: 2372 	 duration: 441 
rate: 1880 	 duration: 466 
rate: 1487 	 duration: 484 
rate: 2047 	 duration: 557 
rate: 2461 	 duration: 468 
rate: 2399 	 duration: 560 
rate: 1420 	 duration: 415 
rate: 1991 	 duration: 489 
rate: 2452 	 duration: 524 
rate: 2128 	 duration: 491 
rate: 1579 	 duration: 479 
rate: 2551 	 duration: 504 
rate: 2792 	 duration: 529 
rate: 2959 	 duration: 543 
rate: 1778 	 duration: 445 
rate: 2501 	 duration: 422 
rate: 2134 	 duration: 490 
rate: 2172 	 duration: 475 
rate: 2583 	 duration: 548 
