#t:510-562 ; rate:805-3882
rate: 3018 	 duration: 548 
rate: 1951 	 duration: 536 
rate: 1772 	 duration: 514 
rate: 2102 	 duration: 536 
rate: 2523 	 duration: 532 
rate: 1468 	 duration: 555 
rate: 2573 	 duration: 546 
rate: 2683 	 duration: 551 
rate: 2581 	 duration: 517 
rate: 1713 	 duration: 546 
rate: 1688 	 duration: 554 
rate: 3312 	 duration: 558 
rate: 2137 	 duration: 511 
rate: 3111 	 duration: 560 
rate: 1393 	 duration: 534 
rate: 3458 	 duration: 562 
rate: 1566 	 duration: 551 
rate: 2608 	 duration: 511 
rate: 2485 	 duration: 537 
rate: 3018 	 duration: 548 
rate: 1951 	 duration: 536 
rate: 1772 	 duration: 514 
rate: 2102 	 duration: 536 
rate: 2523 	 duration: 532 
rate: 1468 	 duration: 555 
rate: 2573 	 duration: 546 
rate: 2683 	 duration: 551 
rate: 2581 	 duration: 517 
rate: 1713 	 duration: 546 
rate: 1688 	 duration: 554 
rate: 3312 	 duration: 558 
rate: 2137 	 duration: 511 
rate: 3111 	 duration: 560 
rate: 1393 	 duration: 534 
rate: 3458 	 duration: 562 
rate: 1566 	 duration: 551 
rate: 2608 	 duration: 511 
rate: 2485 	 duration: 537 
rate: 3018 	 duration: 548 
rate: 1951 	 duration: 536 
rate: 1772 	 duration: 514 
rate: 2102 	 duration: 536 
rate: 2523 	 duration: 532 
rate: 1468 	 duration: 555 
rate: 2573 	 duration: 546 
rate: 2683 	 duration: 551 
rate: 2581 	 duration: 517 
rate: 1713 	 duration: 546 
rate: 1688 	 duration: 554 
rate: 3312 	 duration: 558 
rate: 2137 	 duration: 511 
rate: 3111 	 duration: 560 
rate: 1393 	 duration: 534 
rate: 3458 	 duration: 562 
rate: 1566 	 duration: 551 
rate: 2608 	 duration: 511 
rate: 2485 	 duration: 537 
rate: 3018 	 duration: 548 
rate: 1951 	 duration: 536 
rate: 1772 	 duration: 514 
rate: 2102 	 duration: 536 
rate: 2523 	 duration: 532 
rate: 1468 	 duration: 555 
rate: 2573 	 duration: 546 
rate: 2683 	 duration: 551 
rate: 2581 	 duration: 517 
rate: 1713 	 duration: 546 
rate: 1688 	 duration: 554 
rate: 3312 	 duration: 558 
rate: 2137 	 duration: 511 
rate: 3111 	 duration: 560 
rate: 1393 	 duration: 534 
rate: 3458 	 duration: 562 
rate: 1566 	 duration: 551 
rate: 2608 	 duration: 511 
rate: 2485 	 duration: 537 
rate: 3018 	 duration: 548 
rate: 1951 	 duration: 536 
rate: 1772 	 duration: 514 
rate: 2102 	 duration: 536 
rate: 2523 	 duration: 532 
rate: 1468 	 duration: 555 
rate: 2573 	 duration: 546 
rate: 2683 	 duration: 551 
rate: 2581 	 duration: 517 
rate: 1713 	 duration: 546 
rate: 1688 	 duration: 554 
rate: 3312 	 duration: 558 
rate: 2137 	 duration: 511 
rate: 3111 	 duration: 560 
rate: 1393 	 duration: 534 
rate: 3458 	 duration: 562 
rate: 1566 	 duration: 551 
rate: 2608 	 duration: 511 
rate: 2485 	 duration: 537 
