#t:286-516 ; rate:406-1541
rate: 416 	 duration: 346 
rate: 741 	 duration: 421 
rate: 615 	 duration: 527 
rate: 1537 	 duration: 468 
rate: 1013 	 duration: 450 
rate: 710 	 duration: 439 
rate: 925 	 duration: 492 
rate: 1226 	 duration: 382 
rate: 539 	 duration: 489 
rate: 880 	 duration: 422 
rate: 506 	 duration: 404 
rate: 563 	 duration: 468 
rate: 686 	 duration: 489 
rate: 1267 	 duration: 435 
rate: 794 	 duration: 362 
rate: 1185 	 duration: 355 
rate: 514 	 duration: 420 
rate: 415 	 duration: 462 
rate: 1031 	 duration: 361 
rate: 984 	 duration: 379 
rate: 681 	 duration: 300 
rate: 623 	 duration: 482 
rate: 1087 	 duration: 299 
rate: 711 	 duration: 389 
rate: 1534 	 duration: 415 
rate: 1377 	 duration: 358 
rate: 1039 	 duration: 369 
rate: 708 	 duration: 338 
rate: 1198 	 duration: 371 
rate: 1413 	 duration: 451 
rate: 1267 	 duration: 389 
rate: 966 	 duration: 397 
rate: 842 	 duration: 513 
rate: 1152 	 duration: 343 
rate: 885 	 duration: 406 
rate: 1326 	 duration: 398 
rate: 876 	 duration: 453 
rate: 527 	 duration: 433 
rate: 1039 	 duration: 497 
rate: 1246 	 duration: 511 
rate: 1040 	 duration: 380 
rate: 1284 	 duration: 392 
rate: 1146 	 duration: 397 
rate: 652 	 duration: 368 
rate: 955 	 duration: 516 
rate: 920 	 duration: 443 
rate: 870 	 duration: 413 
rate: 500 	 duration: 456 
rate: 949 	 duration: 455 
rate: 1373 	 duration: 341 
rate: 1032 	 duration: 454 
rate: 1296 	 duration: 436 
rate: 633 	 duration: 417 
rate: 535 	 duration: 314 
rate: 1515 	 duration: 443 
rate: 875 	 duration: 412 
rate: 1232 	 duration: 311 
rate: 1300 	 duration: 461 
rate: 572 	 duration: 461 
rate: 878 	 duration: 506 
rate: 1407 	 duration: 392 
rate: 681 	 duration: 387 
rate: 707 	 duration: 323 
rate: 898 	 duration: 320 
rate: 1108 	 duration: 315 
rate: 1301 	 duration: 387 
rate: 605 	 duration: 396 
rate: 1304 	 duration: 349 
rate: 519 	 duration: 394 
rate: 1285 	 duration: 298 
rate: 1033 	 duration: 325 
rate: 880 	 duration: 328 
rate: 728 	 duration: 362 
rate: 848 	 duration: 481 
rate: 1361 	 duration: 485 
rate: 534 	 duration: 383 
rate: 1411 	 duration: 400 
rate: 931 	 duration: 452 
rate: 653 	 duration: 497 
rate: 1321 	 duration: 508 
rate: 922 	 duration: 430 
rate: 719 	 duration: 384 
rate: 1321 	 duration: 436 
rate: 1392 	 duration: 440 
rate: 990 	 duration: 412 
rate: 842 	 duration: 414 
rate: 454 	 duration: 344 
rate: 451 	 duration: 478 
rate: 1140 	 duration: 327 
rate: 541 	 duration: 354 
rate: 1387 	 duration: 407 
rate: 406 	 duration: 354 
rate: 1440 	 duration: 342 
rate: 1245 	 duration: 319 
rate: 618 	 duration: 466 
rate: 791 	 duration: 424 
rate: 677 	 duration: 319 
rate: 1099 	 duration: 405 
rate: 1013 	 duration: 450 
rate: 641 	 duration: 336 
rate: 1051 	 duration: 309 
rate: 1195 	 duration: 321 
rate: 419 	 duration: 515 
rate: 879 	 duration: 491 
rate: 411 	 duration: 408 
rate: 687 	 duration: 524 
rate: 1508 	 duration: 461 
rate: 1045 	 duration: 402 
rate: 596 	 duration: 303 
rate: 541 	 duration: 466 
rate: 1328 	 duration: 433 
rate: 975 	 duration: 320 
rate: 1319 	 duration: 491 
rate: 705 	 duration: 374 
rate: 1375 	 duration: 480 
rate: 1514 	 duration: 475 
rate: 533 	 duration: 495 
rate: 907 	 duration: 437 
rate: 567 	 duration: 318 
rate: 912 	 duration: 487 
rate: 658 	 duration: 364 
rate: 669 	 duration: 485 
rate: 972 	 duration: 320 
rate: 1393 	 duration: 474 
rate: 586 	 duration: 308 
rate: 827 	 duration: 522 
rate: 1468 	 duration: 359 
rate: 1013 	 duration: 402 
rate: 690 	 duration: 313 
rate: 1539 	 duration: 327 
rate: 502 	 duration: 502 
rate: 1138 	 duration: 400 
rate: 1097 	 duration: 427 
rate: 855 	 duration: 477 
rate: 477 	 duration: 478 
rate: 721 	 duration: 483 
rate: 1299 	 duration: 387 
rate: 1381 	 duration: 339 
rate: 1059 	 duration: 317 
rate: 1000 	 duration: 456 
rate: 423 	 duration: 426 
rate: 661 	 duration: 345 
rate: 645 	 duration: 391 
rate: 701 	 duration: 308 
rate: 1384 	 duration: 346 
rate: 1319 	 duration: 418 
rate: 736 	 duration: 326 
rate: 429 	 duration: 364 
rate: 635 	 duration: 453 
rate: 640 	 duration: 356 
rate: 736 	 duration: 391 
rate: 448 	 duration: 295 
rate: 733 	 duration: 327 
rate: 687 	 duration: 437 
rate: 774 	 duration: 434 
rate: 1212 	 duration: 347 
rate: 599 	 duration: 320 
rate: 1084 	 duration: 442 
rate: 1043 	 duration: 288 
rate: 689 	 duration: 331 
rate: 1298 	 duration: 306 
rate: 777 	 duration: 356 
rate: 1317 	 duration: 338 
rate: 1332 	 duration: 360 
rate: 1203 	 duration: 498 
rate: 497 	 duration: 363 
rate: 1341 	 duration: 349 
rate: 744 	 duration: 339 
rate: 1462 	 duration: 370 
rate: 1099 	 duration: 339 
rate: 1090 	 duration: 430 
rate: 1442 	 duration: 382 
rate: 450 	 duration: 454 
rate: 998 	 duration: 505 
