#t:474-755 ; rate:673-3859
rate: 1837 	 duration: 718 
rate: 1357 	 duration: 619 
rate: 2480 	 duration: 717 
rate: 2215 	 duration: 520 
rate: 1375 	 duration: 707 
rate: 1320 	 duration: 573 
rate: 2670 	 duration: 683 
rate: 2551 	 duration: 551 
rate: 2452 	 duration: 563 
rate: 1502 	 duration: 568 
rate: 2786 	 duration: 565 
rate: 2855 	 duration: 706 
rate: 2368 	 duration: 704 
rate: 2647 	 duration: 676 
rate: 2741 	 duration: 679 
rate: 1683 	 duration: 684 
rate: 2057 	 duration: 625 
rate: 2745 	 duration: 713 
rate: 3142 	 duration: 631 
rate: 1667 	 duration: 547 
rate: 2247 	 duration: 647 
rate: 3803 	 duration: 509 
rate: 2559 	 duration: 671 
rate: 2112 	 duration: 682 
rate: 910 	 duration: 553 
rate: 3068 	 duration: 625 
rate: 2229 	 duration: 635 
rate: 1342 	 duration: 500 
rate: 1209 	 duration: 496 
rate: 1622 	 duration: 555 
rate: 1581 	 duration: 661 
rate: 922 	 duration: 586 
rate: 2525 	 duration: 747 
rate: 3378 	 duration: 518 
rate: 2918 	 duration: 605 
rate: 1785 	 duration: 505 
rate: 824 	 duration: 743 
rate: 2556 	 duration: 644 
rate: 3333 	 duration: 652 
rate: 2330 	 duration: 706 
rate: 2752 	 duration: 480 
rate: 3004 	 duration: 676 
rate: 2193 	 duration: 739 
rate: 1157 	 duration: 726 
rate: 2053 	 duration: 579 
rate: 1406 	 duration: 572 
rate: 2200 	 duration: 709 
rate: 845 	 duration: 526 
rate: 2264 	 duration: 536 
rate: 3014 	 duration: 546 
rate: 688 	 duration: 523 
rate: 3355 	 duration: 543 
rate: 2244 	 duration: 673 
rate: 945 	 duration: 660 
rate: 1996 	 duration: 475 
rate: 1750 	 duration: 644 
rate: 862 	 duration: 529 
rate: 3093 	 duration: 589 
rate: 2891 	 duration: 589 
rate: 1900 	 duration: 493 
rate: 1955 	 duration: 584 
rate: 1840 	 duration: 495 
rate: 2679 	 duration: 537 
rate: 3516 	 duration: 482 
rate: 1118 	 duration: 505 
rate: 1720 	 duration: 718 
rate: 3482 	 duration: 572 
rate: 2686 	 duration: 711 
rate: 1637 	 duration: 756 
rate: 2939 	 duration: 685 
rate: 3462 	 duration: 628 
rate: 1787 	 duration: 612 
rate: 3267 	 duration: 528 
rate: 1185 	 duration: 607 
rate: 3021 	 duration: 743 
rate: 2811 	 duration: 730 
rate: 3114 	 duration: 524 
rate: 2817 	 duration: 545 
rate: 2440 	 duration: 511 
rate: 2941 	 duration: 579 
rate: 1592 	 duration: 490 
rate: 1037 	 duration: 578 
rate: 2625 	 duration: 618 
rate: 1774 	 duration: 500 
rate: 1292 	 duration: 753 
rate: 2594 	 duration: 675 
rate: 1260 	 duration: 600 
rate: 2719 	 duration: 755 
rate: 2576 	 duration: 661 
rate: 1520 	 duration: 536 
rate: 3691 	 duration: 617 
rate: 1681 	 duration: 664 
rate: 1049 	 duration: 630 
rate: 2811 	 duration: 486 
rate: 3774 	 duration: 699 
rate: 3343 	 duration: 657 
rate: 746 	 duration: 531 
rate: 3817 	 duration: 509 
rate: 1770 	 duration: 604 
rate: 3351 	 duration: 551 
rate: 2356 	 duration: 519 
rate: 2832 	 duration: 754 
rate: 821 	 duration: 643 
rate: 2196 	 duration: 579 
rate: 976 	 duration: 578 
rate: 1740 	 duration: 586 
rate: 751 	 duration: 639 
rate: 2191 	 duration: 503 
rate: 2112 	 duration: 694 
rate: 1965 	 duration: 720 
rate: 2638 	 duration: 615 
rate: 2456 	 duration: 553 
rate: 2437 	 duration: 541 
rate: 1716 	 duration: 475 
rate: 2688 	 duration: 629 
rate: 3136 	 duration: 659 
rate: 2393 	 duration: 481 
rate: 2453 	 duration: 690 
rate: 1374 	 duration: 628 
rate: 1577 	 duration: 487 
rate: 2336 	 duration: 499 
rate: 1157 	 duration: 716 
rate: 2414 	 duration: 691 
rate: 3345 	 duration: 607 
rate: 1908 	 duration: 729 
rate: 886 	 duration: 583 
rate: 3321 	 duration: 708 
rate: 3277 	 duration: 695 
rate: 2109 	 duration: 496 
rate: 771 	 duration: 639 
rate: 2322 	 duration: 547 
rate: 1663 	 duration: 736 
rate: 1339 	 duration: 555 
rate: 1611 	 duration: 670 
rate: 1986 	 duration: 526 
rate: 2075 	 duration: 747 
rate: 1097 	 duration: 700 
rate: 1171 	 duration: 544 
rate: 2043 	 duration: 688 
rate: 2642 	 duration: 505 
rate: 1384 	 duration: 537 
rate: 2581 	 duration: 479 
rate: 2807 	 duration: 701 
rate: 1879 	 duration: 684 
rate: 3079 	 duration: 636 
rate: 1840 	 duration: 705 
rate: 3159 	 duration: 706 
rate: 1223 	 duration: 678 
rate: 1982 	 duration: 617 
rate: 2110 	 duration: 557 
rate: 2767 	 duration: 699 
rate: 3558 	 duration: 499 
rate: 2574 	 duration: 602 
rate: 2353 	 duration: 713 
rate: 1138 	 duration: 632 
rate: 1067 	 duration: 517 
rate: 3095 	 duration: 749 
rate: 2240 	 duration: 616 
rate: 2835 	 duration: 753 
rate: 2530 	 duration: 616 
rate: 2000 	 duration: 534 
rate: 2629 	 duration: 745 
rate: 3215 	 duration: 724 
