#t:751-891 ; rate:1426-1578
rate: 1563 	 duration: 875 
rate: 1548 	 duration: 837 
rate: 1521 	 duration: 836 
rate: 1543 	 duration: 786 
rate: 1543 	 duration: 839 
rate: 1482 	 duration: 777 
rate: 1542 	 duration: 778 
rate: 1485 	 duration: 759 
rate: 1506 	 duration: 837 
rate: 1481 	 duration: 794 
rate: 1542 	 duration: 809 
rate: 1525 	 duration: 858 
rate: 1506 	 duration: 789 
rate: 1486 	 duration: 865 
rate: 1556 	 duration: 795 
rate: 1544 	 duration: 770 
rate: 1512 	 duration: 841 
rate: 1536 	 duration: 860 
rate: 1576 	 duration: 852 
rate: 1444 	 duration: 890 
rate: 1468 	 duration: 826 
rate: 1440 	 duration: 808 
rate: 1459 	 duration: 815 
rate: 1503 	 duration: 846 
rate: 1456 	 duration: 767 
rate: 1448 	 duration: 771 
rate: 1537 	 duration: 811 
rate: 1471 	 duration: 799 
rate: 1532 	 duration: 792 
rate: 1490 	 duration: 789 
rate: 1495 	 duration: 770 
rate: 1570 	 duration: 864 
rate: 1427 	 duration: 857 
rate: 1481 	 duration: 786 
rate: 1474 	 duration: 823 
rate: 1464 	 duration: 812 
rate: 1447 	 duration: 829 
rate: 1437 	 duration: 861 
rate: 1564 	 duration: 791 
rate: 1570 	 duration: 840 
rate: 1476 	 duration: 813 
rate: 1524 	 duration: 803 
rate: 1505 	 duration: 781 
rate: 1572 	 duration: 839 
rate: 1445 	 duration: 756 
rate: 1469 	 duration: 858 
rate: 1512 	 duration: 857 
rate: 1473 	 duration: 758 
rate: 1489 	 duration: 789 
rate: 1472 	 duration: 758 
rate: 1458 	 duration: 865 
rate: 1557 	 duration: 770 
rate: 1440 	 duration: 758 
rate: 1479 	 duration: 827 
rate: 1477 	 duration: 837 
rate: 1572 	 duration: 848 
rate: 1485 	 duration: 833 
rate: 1460 	 duration: 838 
rate: 1570 	 duration: 871 
rate: 1524 	 duration: 803 
rate: 1447 	 duration: 796 
rate: 1459 	 duration: 855 
